,Tweets,id,lens,date,place,coordinates,lang,source,likes,retweets
3962,b'Lost the complete respect for the people of #pollachi. Manushanugala neega cha.. voted for same candidate \n#rape\n#\xe0\xae\xae\xe0\xaf\x81\xe0\xae\x9f\xe0\xaf\x8d\xe0\xae\x9f\xe0\xae\xbe\xe0\xae\xb3\xe0\xaf\x8d\xe0\xae\x95\xe0\xaf\x8b\xe0\xae\xb5\xe0\xaf\x88\xe0\xae\xaf\xe0\xae\xa9\xe0\xaf\x81\xe0\xae\x99\xe0\xaf\x8d\xe0\xae\x95 \n#VanathiSrinivasan \n#kamalhassan \n#TamilNaduElection2021 \n#MKStalin \n#DMKwinsTN \n#AIADMK',1388935314853429249,222,2021-05-02 19:15:58,,,en,Twitter for Android,11,8
3963,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388935142325067782,140,2021-05-02 19:15:17,,,en,Twitter for Android,0,78
3964,b'If all these beauty models tell you how they got raped even before auditioning... You will shrug.\n\n#rape #endrape',1388935035273760774,113,2021-05-02 19:14:52,,,en,Twitter Web App,3,0
3965,b'RT @_tadexoxo: Protect girls at all cost !!!\xf0\x9f\x99\x85\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f \n\xe2\x80\xa2\n\xe2\x80\xa2\n#rape #babaijesha #jobsearch',1388934178398511116,82,2021-05-02 19:11:27,,,en,Twitter for iPhone,0,1
3966,b'Protect girls at all cost !!!\xf0\x9f\x99\x85\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f \n\xe2\x80\xa2\n\xe2\x80\xa2\n#rape #babaijesha #jobsearch',1388933693327216646,67,2021-05-02 19:09:32,,,en,Twitter for iPhone,2,1
3967,"b""RT @rachitmittal84: Will the same analogy be fair if boys also try girls &amp; then leave them as preached in your ad. @cars24india ? Wouldn't\xe2\x80\xa6""",1388933302585729024,143,2021-05-02 19:07:59,,,en,Twitter for iPhone,0,39
3968,"b""RT @rachitmittal84: Will the same analogy be fair if boys also try girls &amp; then leave them as preached in your ad. @cars24india ? Wouldn't\xe2\x80\xa6""",1388933197249929217,143,2021-05-02 19:07:34,,,en,Twitter for Android,0,39
3969,b'@Naija_PR @AdekunleBabat11 #THE_QUESTION:\n\nCan a #SINGLE guy #RaPe a lady without using #Weapons or #Drugs?',1388932889048489993,107,2021-05-02 19:06:20,,,en,Twitter for Android,0,0
3970,b'So somebody just told me about a staff in his secondary school that used touch boys inappropriately at night and this staff later became principal like what the actual hell!? He went to Faith Academy Goshen btw @DavidOyedepoMin @FaithOyedepo \n\n#rape #MakeSchoolASaferPlace',1388932448734564359,272,2021-05-02 19:04:35,,,en,Twitter for Android,0,0
3971,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388931277626253314,140,2021-05-02 18:59:56,,,en,Twitter for Android,0,78
3972,b'RT @GovCray: Yesterday at #EkitiStateUniversity \nI and my team members (@CrayInitiative) talked and educate the general public on \n#SexualH\xe2\x80\xa6',1388929824517939203,140,2021-05-02 18:54:09,,,en,Twitter for Android,0,30
3973,"b'I notice people get uncomfortable either talking about sex, or saying the words penis and vagina, but expect victims who\xe2\x80\x99ve been raped, molested, and/or sexually assaulted to talk to a detective, family, friends like it\xe2\x80\x99s nothing. \n#sexualabuse #rape #rapeculture'",1388929666178768899,263,2021-05-02 18:53:32,,,en,Twitter for iPhone,0,0
3974,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'",1388929189773037579,140,2021-05-02 18:51:38,,,en,Twitter for Android,0,10366
3975,b'#cptsd #narcissisticabuserecovery #sexualabuse #violence #childabuse #awareness #npd #domesticabuseawareness #narcissisticpersonalitydisorder #bhfyp #healingfromabuse #survivors #rape #feminism #youarenotalone #domesticviolenceadvocate #mentalhealthawareness',1388928571536719878,258,2021-05-02 18:49:11,,,und,Twitter for Android,0,0
3976,"b""#Rape.\nIt's just not that big a deal.\nhttps://t.co/SCdWmBn5eT""",1388927459119222787,61,2021-05-02 18:44:45,,,en,Twitter for Android,0,0
3977,b'#HumanDevelopment #harrassment #erectiledysfunction Encyclopedia yet novel like climax site wonders: Both #men &amp; #women have the joy bringing #erotic tissue in their #private areas. Why do men alone #desire even to #rape? https://t.co/HxTaFiyP5c https://t.co/fjNge8iqgV',1388926537202872325,273,2021-05-02 18:41:06,,,en,Tweet Suite,0,0
3978,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388925680889389056,140,2021-05-02 18:37:41,,,en,Twitter for Android,0,78
3979,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388924896248467458,140,2021-05-02 18:34:34,,,en,Twitter for iPhone,0,78
3980,b'Say No to #RAPE',1388924526617055238,15,2021-05-02 18:33:06,,,en,Twitter for iPhone,0,0
3981,b'Update: The complete CCTV footage of Baba Ijesha child molestation. \n\n#babaijesharapecase #babaijesha #rapecase #rape #princess #iyaboojo #nollywood #molestation #gbeborun #gbefilang #gbefila https://t.co/n3FVVf3YjD',1388924335860207619,215,2021-05-02 18:32:21,,,en,Instagram,0,0
3982,b'There is no excuse for rape! Short cloth o! Long cloth o! Have self control wtf!\n\n#babaijesha \n#rape',1388922833821212676,100,2021-05-02 18:26:23,,,en,Twitter for iPhone,4,2
3983,"b""We must do enough to punish #Rape offenders because overlooking sexual assault\xc2\xa0is not okay at all. Trying to make it disappear &amp;\xc2\xa0knowing about it while not doing anything about it isn't going to change anything either. Our girls/women deserve to be treated with respect please.""",1388922280139542535,281,2021-05-02 18:24:11,,,en,Twitter for Android,7,1
3984,"b""I can't enjoy #rape. I so much love consent to the extent that if a lady isn't saying sweet words and touching I get turned off. We need to be raw about these things as it is too late to form mute on concepts like this. It is only a maniac that loves Sadomasochism! Rape is #Evil""",1388921074251874307,279,2021-05-02 18:19:23,,,en,Twitter for Android,5,0
3985,"b""RT @rachitmittal84: Will the same analogy be fair if boys also try girls &amp; then leave them as preached in your ad. @cars24india ? Wouldn't\xe2\x80\xa6""",1388919526960427009,143,2021-05-02 18:13:14,,,en,Twitter for Android,0,39
3986,b'Let\xe2\x80\x99s make it clear please. Sex without consent is rape be it your wife or Gf. \nTife\n#babaijesha \n#cheating \n#boyfriend \n#rape\n#consent',1388919293975449600,135,2021-05-02 18:12:19,,,en,Twitter for iPhone,0,0
3987,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388916675253309444,140,2021-05-02 18:01:54,,,en,Twitter for Android,0,78
3988,"b""The truth about #Muhammad's multiple marriages (including one to a nine-year-old) - How Muhammad set legal standards that make it virtually impossible to prove #rape in Islamic countries - How Muhammad's example justifies #jihad and #terrorism\nhttps://t.co/zQhEc2Ang8""",1388916511365111808,267,2021-05-02 18:01:15,,,en,Twitter Web App,0,0
3989,b'RT @CertifiedAOT: Another attempted rape in Abeokuta: One Mr Gabriel just attempted to rape a girl at her mothers shop around around Isolu\xe2\x80\xa6',1388915766129483777,139,2021-05-02 17:58:18,,,en,Twitter for iPhone,0,2
3990,"b'RT @eliasamare: 6) The #SexualViolence, #rape, murderous rage &amp; #misogyny against #women in #Tigray under #TPLF rule reached such a horrend\xe2\x80\xa6'",1388915609019195393,144,2021-05-02 17:57:40,,,en,Twitter for Android,0,220
3991,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388915479016873988,140,2021-05-02 17:57:09,,,en,Twitter for Android,0,78
3992,"b'RT @eliasamare: 3) #Tigrayan feminist @meazaG_, speaking to #TigrayMediaHouse in 2019, over a year before the war, explained the horrific l\xe2\x80\xa6'",1388915218479153152,140,2021-05-02 17:56:07,,,en,Twitter for Android,0,220
3993,"b'RT @GbosGistBlog1: #RAPE: ""A young lady I know was raped last Thursday in @FUNAAB by a student of her school, she went on to report the cas\xe2\x80\xa6'",1388915015210655745,140,2021-05-02 17:55:19,,,en,Twitter for Android,0,3
3994,"b'RT @GbosGistBlog1: #RAPE: ""A young lady I know was raped last Thursday in @FUNAAB by a student of her school, she went on to report the cas\xe2\x80\xa6'",1388914417627287552,140,2021-05-02 17:52:56,,,en,Twitter for iPhone,0,3
3995,"b""RT @eliasamare: 8) Again, here's Muluberhan Haile exposing how remnants of the now-defunct #TPLF are terrorizing #Tigray's population, espe\xe2\x80\xa6""",1388913896539320325,140,2021-05-02 17:50:52,,,en,Twitter for Android,0,233
3996,b'RT @maheshbTOI: Jawaharnagar #TRS Corporator P Ravi was arrested in a #rape case by Rachakonda police @TOITelangana @TOIHyderabad @Rachakon\xe2\x80\xa6',1388913670952873989,140,2021-05-02 17:49:58,,,en,Twitter for iPhone,0,13
3997,b'RT @StoatlyL: Removing or breaking a condom is rape. \n\n\xe2\x80\x98Stealthing is rape\xe2\x80\x99: the Australian push to criminalise the removal of a condom dur\xe2\x80\xa6',1388913634026328068,140,2021-05-02 17:49:49,,,en,Twitter Web App,0,5
3998,"b""RT @DrProudman: I feel so sad turning women away. I wish I could represent all of you. But I've been sitting at my desk since Friday workin\xe2\x80\xa6""",1388913358628286467,140,2021-05-02 17:48:44,,,en,Twitter for Android,0,19
3999,"b'RT @GbosGistBlog1: #RAPE: ""A young lady I know was raped last Thursday in @FUNAAB by a student of her school, she went on to report the cas\xe2\x80\xa6'",1388913339024252939,140,2021-05-02 17:48:39,,,en,Twitter for Android,0,3
4000,b'RT @meetgoogle: @Prem_MyNation @arunbothra @indiacares_2020 #NRI live on foreign land 4 bread but soul is always attached to motherland #In\xe2\x80\xa6',1388912767956963331,140,2021-05-02 17:46:23,,,en,Twitter for Android,0,22
4001,b'RT @maheshbTOI: Jawaharnagar #TRS Corporator P Ravi was arrested in a #rape case by Rachakonda police @TOITelangana @TOIHyderabad @Rachakon\xe2\x80\xa6',1388912765826334722,140,2021-05-02 17:46:22,,,en,Twitter Web App,0,13
4002,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388912412582158342,140,2021-05-02 17:44:58,,,en,Twitter for Android,0,78
4003,"b'@_LADEmie #anointingose life sometimes,  #rape'",1388912277718454275,46,2021-05-02 17:44:26,,,en,Twitter for Android,0,0
4004,"b'RT @BombshellDAILY: REPUBLICAN RAPED HIS CLIENTS ON HIS DESK\nBradford County District Attorney Chad Michael Salsman, 44, was charged Wednes\xe2\x80\xa6'",1388912102908305415,140,2021-05-02 17:43:44,,,en,Twitter for iPhone,0,203
4005,b'Every fucking day the number of missing people keep increasing wtf is going on\xf0\x9f\x98\x93\n\n#RIPHinyUmoren #gunmen #rape',1388911871739273217,109,2021-05-02 17:42:49,,,en,Twitter for Android,0,0
4006,"b'The only evidence y\'all keep pointing at his dehkunle\'s VN nd the VN did not even point to Tife, it could be any of his other friend....\nAbeg y\'all should die this ""Bring down Tife"" agenda already...\nTife Rinu #babaijesha #Rape #Sansa'",1388911369156808705,234,2021-05-02 17:40:49,,,en,Twitter for Android,0,0
4007,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388911353692364801,140,2021-05-02 17:40:46,,,en,Twitter for Android,0,78
4008,b'RT @bammybestowed: We need torture chambers for pedophiles and rapists. \n\n#rape',1388910866129633280,79,2021-05-02 17:38:49,,,en,Twitter for iPhone,0,99
4009,b'RT @CertifiedAOT: Another attempted rape in Abeokuta: One Mr Gabriel just attempted to rape a girl at her mothers shop around around Isolu\xe2\x80\xa6',1388910831912427521,139,2021-05-02 17:38:41,,,en,Twitter for Android,0,2
4010,"b'The only evidence y\'all keep pointing at his dehkunle\'s VN nd the VN did not even point to Tife it could be any other of his other friends....\nAbeg y\'all should die this ""Bring down Tife"" agenda already...\nTife Rinu #babaijesha #Rape #Sansa'",1388910638601285640,240,2021-05-02 17:37:55,,,en,Twitter for Android,0,0
4011,b'The 97% is the amount of women who have been sexually assaulted and or harassed by men. \n\nNo DOESNT mean yes\nI don\xe2\x80\x99t know doesn\xe2\x80\x99t mean yes \nMaybe doesn\xe2\x80\x99t mean yes \nOnly yes means yes  #97percent #saraheverard #NoMeansNo #rape https://t.co/81Fm20lTUe',1388909636716220421,249,2021-05-02 17:33:56,,,en,Twitter for iPhone,1,0
4012,"b'Official GOP policy on rape:\n- support GOP right to statutory rape;\n- support all rapists\xe2\x80\x99 rights to their children.\n\nNot a joke, no spin, on any level\n\n#RealityOfJesusChrist\n#familyvalues\n#FamilyFirst\n#rape\n#Christianvalues \n#Christianity\n#Christians'",1388909201204862984,251,2021-05-02 17:32:12,,,en,Twitter for iPhone,0,0
4013,"b""RT @DrProudman: I feel so sad turning women away. I wish I could represent all of you. But I've been sitting at my desk since Friday workin\xe2\x80\xa6""",1388909001145044994,140,2021-05-02 17:31:25,,,en,Twitter for iPhone,0,19
4014,"b'#INDIA: According to the National Crime Records Bureau (NCRB) data, 88 rape cases were reported on an average daily in 2019 https://t.co/GRpqB5o6MS #Rape #SexualAssault #MeToo #VAW'",1388908645300191232,180,2021-05-02 17:30:00,,,en,TweetDeck,1,1
4015,b'RT @johnmanly: USC\xe2\x80\x99s class action lawyers are now  actually bragging how they settled the Tyndall class for a fraction of what the victims\xe2\x80\xa6',1388908500705857536,139,2021-05-02 17:29:25,,,en,Twitter for iPhone,0,3
4016,b'RT @NickOgbonaya: @Real_NnamdiKanu @NAkufoAddo @BorisJohnson @netanyahu To those it may concern... #RAPE IS A CRIME AGAINST HUMANITY. #SAVE\xe2\x80\xa6',1388908042499117061,140,2021-05-02 17:27:36,,,en,Twitter for Android,0,6
4017,"b""RT @DrProudman: I feel so sad turning women away. I wish I could represent all of you. But I've been sitting at my desk since Friday workin\xe2\x80\xa6""",1388907665842126849,140,2021-05-02 17:26:06,,,en,Twitter Web App,0,19
4018,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388906719481405442,140,2021-05-02 17:22:21,,,en,Twitter for Android,0,78
4019,b'Rapist and child molesters  should be offered to ritualists for all I care .#rape #babaijesha',1388906681770315777,93,2021-05-02 17:22:12,,,en,Twitter for Android,0,0
4020,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388906658286407685,140,2021-05-02 17:22:06,,,en,Twitter for iPhone,0,78
4021,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388906551822495745,140,2021-05-02 17:21:41,,,en,Twitter for Android,0,78
4022,b'This guy is saying that the 14 year old teenager that baba ijesha raped enjoyed it to he should not be persecuted!!! This is d voice of a rapist na\nBaba Ijesha CCTV Tife Rapist #babaijesha #rape https://t.co/MMU7oLnvdL',1388906268396511234,218,2021-05-02 17:20:33,,,en,Twitter for Android,0,0
4023,b'RT @why_malcolm: \xf0\x9f\x9a\xa8#EXCLUSIVE \xf0\x9f\x9a\xa8\n#Polisario victims call for justice in front of hospital treating Brahim Ghali in #Spain\nGhali is accused of\xe2\x80\xa6',1388906110812311553,140,2021-05-02 17:19:56,,,en,Twitter for Android,0,75
4024,"b""Don't worry... #Pappu is have feeling 4 those #lives.. he is happy  in #BJP loss .. at any cost .. \n#Violence #rape, #infeltration , #HumanTrafacking ...all these nonsense things for him... #Enjoy with #pappu https://t.co/TqS1gn9i7S""",1388906080718131201,232,2021-05-02 17:19:48,,,en,Twitter Web App,0,0
4025,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388905652718870532,140,2021-05-02 17:18:06,,,en,Twitter for Android,0,78
4026,"b""RT @DrProudman: I feel so sad turning women away. I wish I could represent all of you. But I've been sitting at my desk since Friday workin\xe2\x80\xa6""",1388905204733591559,140,2021-05-02 17:16:20,,,en,Twitter for iPhone,0,19
4027,b'@GOP The @GOP is the party of #rape and #pedophilia.\n\n\xe2\x80\x9cThey know he paid me to pay the girls and that he and I both had sex with the girl who was underage.\xe2\x80\x9d https://t.co/SNBHpL9zbU #sundayvibes',1388905150748766214,193,2021-05-02 17:16:07,,,en,Twitter Web App,1,0
4028,"b""RT @DrProudman: I feel so sad turning women away. I wish I could represent all of you. But I've been sitting at my desk since Friday workin\xe2\x80\xa6""",1388904640398430211,140,2021-05-02 17:14:05,,,en,Twitter for iPhone,0,19
4029,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388904416808513539,140,2021-05-02 17:13:12,,,en,Twitter Web App,0,78
4030,"b'The rate at which lots of Nigerians defend RAPE cases is alarming.  One would think that they get paid for it,or they could be scared because they do same. Sex urges can be crazy yea, thats why there different type of sex toys now, leave women alone #rape #rapist #tife'",1388903524382167042,269,2021-05-02 17:09:39,"Place(_api=<tweepy.api.API object at 0x7fb58dfcee90>, id='011a942e0a0e8fb2', url='https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json', place_type='admin', name='Lagos', full_name='Lagos, Nigeria', country_code='NG', country='Nigeria', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7fb58dfcee90>, type='Polygon', coordinates=[[[2.7063037, 6.3703877], [4.350022, 6.3703877], [4.350022, 6.6985461], [2.7063037, 6.6985461]]]), attributes={})",,en,Twitter for Android,0,0
4031,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388903409584013316,140,2021-05-02 17:09:12,,,en,Twitter Web App,0,78
4032,"b""It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by Ethiopia , Eritrea &amp; Amhara militia on z people of #Tigray.\n#Starvation #Rape &amp; #Masskilling r being used as weapon. @antonioguterres @SecBlinken @UN @POTUS""",1388902972000772098,288,2021-05-02 17:07:27,,,en,Twitter Web App,0,0
4033,b'RT @maheshbTOI: Jawaharnagar #TRS Corporator P Ravi was arrested in a #rape case by Rachakonda police @TOITelangana @TOIHyderabad @Rachakon\xe2\x80\xa6',1388902596966981635,140,2021-05-02 17:05:58,,,en,Twitter for Android,0,13
4034,"b""@GriftInc @rebeccaforidaho @Cedarcrab77 @Beaches_1989 They are the deep church state! haha fkn idiots think we all don't know Who &amp; what the (JBS)  Keep communists off the streets really was.......Shit! The JBS is full of rapists and fake religious peeps. Do we need to talk #Rape again #idaho...I think we do\xf0\x9f\xa4\xa8""",1388902560380030978,314,2021-05-02 17:05:49,,,en,Twitter for Android,4,1
4035,"b'There are lots of women, young and old who go through sexual molestation and harassment and even rape on daily basis, for no reason whatsoever. And these assailants walk freely with little to nothing done to them.\n#rape #JusticeForHinyUmoren #uduak #pleaseGod'",1388902369484738566,259,2021-05-02 17:05:04,,,en,Twitter for Android,1,0
4036,"b""RT @DrProudman: I feel so sad turning women away. I wish I could represent all of you. But I've been sitting at my desk since Friday workin\xe2\x80\xa6""",1388901958321332225,140,2021-05-02 17:03:26,,,en,Twitter for iPhone,0,19
4037,"b'RT @KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho\xe2\x80\xa6'",1388901948716421123,140,2021-05-02 17:03:23,,,en,Twitter Web App,0,10366
4038,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388901641756282888,140,2021-05-02 17:02:10,,,en,Twitter Web App,0,78
4039,"b""Another attempted rape in Abeokuta: One Mr Gabriel just attempted to rape a girl at her mothers shop around around Isolu area in Abeokuta... FGS what is all this today bayii cos i don't understand.\n\nCan't this niggas just control their rods #babaijesha #FindHinyUmoren #rape https://t.co/53S8qhR5yb""",1388901641085194241,298,2021-05-02 17:02:10,,,en,Twitter for Android,0,2
4040,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388901147365330956,140,2021-05-02 17:00:12,,,en,Twitter for iPhone,0,78
4041,"b""How is this rape for God sake?...\n\nY'all are hell bent on bringing this Tife down shaaaa.\n\nWerey ni gbogbo yin ooo..\n#Rape https://t.co/BEiigFUuhP""",1388900977646972936,146,2021-05-02 16:59:32,,,en,Twitter for Android,2,0
4042,b'RT @Deep_Watter: Every rape issue is now connected to Tife...\n\nYou people don mad gannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn. Like n\xe2\x80\xa6',1388900398925324293,140,2021-05-02 16:57:14,,,en,Twitter for Android,0,1
4043,"b""Nigerian Government Condoning #Rape like Indians.\nNigeria must be declared as no man's Land. Period.""",1388899970716209153,100,2021-05-02 16:55:32,,,en,Twitter for Android,0,0
4044,b'RT @maheshbTOI: Jawaharnagar #TRS Corporator P Ravi was arrested in a #rape case by Rachakonda police @TOITelangana @TOIHyderabad @Rachakon\xe2\x80\xa6',1388899754357055492,140,2021-05-02 16:54:40,,,en,Twitter Web App,0,13
4045,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388899456951672839,140,2021-05-02 16:53:29,,,en,Twitter Web App,0,78
4046,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388899343424442370,140,2021-05-02 16:53:02,,,en,Twitter for iPhone,0,78
4047,b'Omo girls actually go through a lot of bullshit even to walk on the road peacefully is a problem .... all this thirsty rats won\xe2\x80\x99t let them breathe Omo !!!! #babaijesha #rape',1388899042005069826,173,2021-05-02 16:51:50,,,en,Twitter for iPhone,1,0
4048,b'RT @MargaretKaine: Book 1 Ring of Clay #Potteries #saga #rape\nhttps://t.co/Xo5BF7mP0b\nBook 2 Rosemary #adoption #Search\nhttps://t.co/72fTzy\xe2\x80\xa6',1388898687028371458,140,2021-05-02 16:50:26,,,en,Twitter Web App,0,25
4049,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388898498179964936,140,2021-05-02 16:49:41,,,en,Twitter for iPhone,0,78
4050,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388898394035326978,140,2021-05-02 16:49:16,,,en,Twitter for Android,0,78
4051,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388898355904921609,140,2021-05-02 16:49:07,,,en,Twitter for Android,0,78
4052,"b""RT @PrathamGhosh2: The most disturbing, yet the most beautiful book I have read!!\xf0\x9f\x92\x9c It carries such a strong message! It's a work of fiction\xe2\x80\xa6""",1388898283066691588,140,2021-05-02 16:48:49,,,en,Twitter for iPhone,0,1
4053,b'RT @maheshbTOI: Jawaharnagar #TRS Corporator P Ravi was arrested in a #rape case by Rachakonda police @TOITelangana @TOIHyderabad @Rachakon\xe2\x80\xa6',1388898262086602753,140,2021-05-02 16:48:44,,,en,Twitter for Android,0,13
4054,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388897973979987970,140,2021-05-02 16:47:36,,,en,Twitter for Android,0,78
4055,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388897781453139975,140,2021-05-02 16:46:50,,,en,Twitter for Android,0,78
4056,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388897228203466752,140,2021-05-02 16:44:38,,,en,Twitter for Android,0,78
4057,"b""RT @FlGidena: It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by E\xe2\x80\xa6""",1388896750845538304,140,2021-05-02 16:42:44,,,en,Twitter for iPhone,0,78
4058,"b""It's a 6 month today since z #Genocidalwar broke out in mid 2020 Nov 3 in #Tigray. \nA 3 year well planned war was opened by Ethiopia , Eritrea &amp; Amhara militia on z people of #Tigray.\n\n#Starvation, #Rape &amp; #Masskilling r being used as weapon.\n @antonioguterres @SecBlinken""",1388896495294947335,280,2021-05-02 16:41:43,,,en,Twitter for iPad,41,78
4059,"b""RT @DrProudman: I feel so sad turning women away. I wish I could represent all of you. But I've been sitting at my desk since Friday workin\xe2\x80\xa6""",1388896317645234179,140,2021-05-02 16:41:01,,,en,Twitter for Android,0,19
4060,b'RT @minimathur: This is one of the most sadly disturbing &amp; well made films I\xe2\x80\x99ve seen on the issue of #rape #devi #priyankachatterji \xe2\x81\xa6@itsKa\xe2\x80\xa6',1388896128251269125,144,2021-05-02 16:40:16,,,en,Twitter Web App,0,34
4061,b'Stop violence against woman...stop rape....#rape #RIPHinyUmoren #RIPHinyHumoren #babaijesha #Rape',1388895889247383553,97,2021-05-02 16:39:19,,,en,Twitter for iPhone,2,0
4062,b'Every rape issue is now connected to Tife...\n\nYou people don mad gannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn. Like no be sansa wear am condom\xf0\x9f\x98\x8f...\n\n#rape',1388895674696151044,158,2021-05-02 16:38:27,,,en,Twitter for Android,3,1
4063,"b""RT @DrProudman: I feel so sad turning women away. I wish I could represent all of you. But I've been sitting at my desk since Friday workin\xe2\x80\xa6""",1388895442142892033,140,2021-05-02 16:37:32,,,en,Twitter for iPhone,0,19
4064,b'Don\xe2\x80\x99t rape!\n\nCheap girls full sango ota!\xf0\x9f\x98\x87 \n\n#JusticeForHinyUmoren #rape',1388895157056118784,71,2021-05-02 16:36:24,,,en,Twitter for iPhone,1,0
4065,"b'RT @BombshellDAILY: REPUBLICAN RAPED HIS CLIENTS ON HIS DESK\nBradford County District Attorney Chad Michael Salsman, 44, was charged Wednes\xe2\x80\xa6'",1388895081436958721,140,2021-05-02 16:36:06,,,en,Twitter for iPhone,0,203
4066,b'RT @dlr1949: She was gang raped and left for dead. She lived to tell about it. Here is the story.\n\nhttps://t.co/52pmdgcjqw\n\n#JournalismIsNo\xe2\x80\xa6',1388893822248095754,140,2021-05-02 16:31:06,,,en,Twitter for Android,0,3
